id,quelle,betreiber,ladeeinr_art,plz_ort,adresse,ladeart,bemerkungen,anschlussltg_kw,steckertyp_1,p1_kw,steckertyp_2,p2_kw,steckertyp_3,p3_kw,steckertyp_4,p4_kw,inbetrieb_am,x_wert,y_wert
717,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388389.51056036091,5815806.6062656045
718,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388384.73651237914,5815802.8201907985
719,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388384.73651237914,5815802.8201907985
720,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388382.22061112634,5815796.7571711624
721,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388384.14596013154,5815788.81263006
722,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388399.68029340991,5815799.6981721539
723,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388393.39800780575,5815801.2877430115
724,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388390.75643032003,5815795.6726904567
725,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388397.02310780651,5815790.4113051258
726,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388403.15526398143,5815794.1664884714
727,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388407.9668424165,5815796.6163937869
728,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388413.89273599815,5815800.26500548
729,bnetza,Allego GmbH,Normalladeeinrichtung,10829 Berlin,Leberstr. 6,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-03-04T00:00:00,388734.31631723105,5816298.073829636
730,bnetza,Allego GmbH,Schnellladeeinrichtung,10829 Berlin,Lotte-Laserstein-Straße DB Südkreuz,"","",93,"DC Kupplung Combo, DC CHAdeMO",50,AC Kupplung Typ 2,43,"","","","",2015-09-18T00:00:00,388899.64557537739,5815211.4852118092
731,bnetza,Allego GmbH,Normalladeeinrichtung,10829 Berlin,Vorarlberger Damm 39,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2018-03-29T00:00:00,388582.95558269531,5815164.3647680869
732,bnetza,Senertec Center Berlin Brandenburg GmbH,Normalladeeinrichtung,10829 Berlin,Wilhelm-Kabus-Str. 79 / Naumannstr. 81,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2018-11-30T00:00:00,388889.75488223531,5815533.7457212918
733,bnetza,Allego GmbH,Normalladeeinrichtung,10961 Berlin,Blücherstr. 19,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-12-05T00:00:00,391258.6427218077,5817279.5354562178
734,bnetza,Allego GmbH,Normalladeeinrichtung,10961 Berlin,Mehringdamm 10,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-05-31T00:00:00,390617.06367242796,5817564.4336575689
735,bnetza,Allego GmbH,Normalladeeinrichtung,10961 Berlin,Nostitzstr. 36,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-08-03T00:00:00,390706.10652408958,5816742.2307905229
736,bnetza,Allego GmbH,Normalladeeinrichtung,10961 Berlin,Nostitzstr. 36,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-08-03T00:00:00,390706.10652408958,5816742.2307905229
737,bnetza,Allego GmbH,Normalladeeinrichtung,10961 Berlin,Solmsstr. 16,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-10-10T00:00:00,390740.23275611369,5816978.1543882573
738,bnetza,Allego GmbH,Normalladeeinrichtung,10961 Berlin,Südstern 14,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-02-25T00:00:00,391856.70416387566,5816585.857188426
739,bnetza,Allego GmbH,Normalladeeinrichtung,10963 Berlin,Bernburger Str. 34,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-11-28T00:00:00,390105.29191819794,5818413.79546373
740,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10963 Berlin,Gabriele-Tergit-Promenade 1,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2010-04-15T00:00:00,389816.54227007559,5818808.19182098
741,bnetza,Scandic Hotels Deutschland GmbH,Normalladeeinrichtung,10963 Berlin,Gabriele-Tergit-Promenade 19,"","",22,AC Steckdose Typ 2,22,"","","","","","",2019-07-03T00:00:00,389729.05428757146,5818551.6630559387
742,bnetza,Scandic Hotels Deutschland GmbH,Normalladeeinrichtung,10963 Berlin,Gabriele-Tergit-Promenade 19,"","",22,AC Steckdose Typ 2,22,"","","","","","",2019-07-03T00:00:00,389729.05428756465,5818551.6630559387
743,bnetza,Scandic Hotels Deutschland GmbH,Normalladeeinrichtung,10963 Berlin,Gabriele-Tergit-Promenade 19,"","",22,AC Steckdose Typ 2,22,"","","","","","",2019-07-03T00:00:00,389729.05428756465,5818551.6630559387
744,bnetza,Scandic Hotels Deutschland GmbH,Normalladeeinrichtung,10963 Berlin,Gabriele-Tergit-Promenade 19,"","",22,AC Steckdose Typ 2,22,"","","","","","",2019-07-03T00:00:00,389729.05428756465,5818551.6630559387
745,bnetza,Scandic Hotels Deutschland GmbH,Normalladeeinrichtung,10963 Berlin,Gabriele-Tergit-Promenade 19,"","",22,AC Steckdose Typ 2,22,"","","","","","",2019-07-03T00:00:00,389729.05428756465,5818551.6630559387
746,bnetza,Scandic Hotels Deutschland GmbH,Normalladeeinrichtung,10963 Berlin,Gabriele-Tergit-Promenade 19,"","",22,AC Steckdose Typ 2,22,"","","","","","",2019-07-03T00:00:00,389729.05428756465,5818551.6630559387
747,bnetza,Scandic Hotels Deutschland GmbH,Normalladeeinrichtung,10963 Berlin,Gabriele-Tergit-Promenade 19,"","",22,AC Steckdose Typ 2,22,"","","","","","",2019-07-03T00:00:00,389729.05428756465,5818551.6630559387
748,bnetza,Scandic Hotels Deutschland GmbH,Normalladeeinrichtung,10963 Berlin,Gabriele-Tergit-Promenade 19,"","",22,AC Steckdose Typ 2,22,"","","","","","",2019-07-03T00:00:00,389729.05428756465,5818551.6630559387
749,bnetza,Scandic Hotels Deutschland GmbH,Normalladeeinrichtung,10963 Berlin,Gabriele-Tergit-Promenade 19,"","",22,AC Steckdose Typ 2,22,"","","","","","",2019-07-03T00:00:00,389729.05428756465,5818551.6630559387
750,bnetza,Scandic Hotels Deutschland GmbH,Normalladeeinrichtung,10963 Berlin,Gabriele-Tergit-Promenade 19,"","",22,AC Steckdose Typ 2,22,"","","","","","",2019-07-03T00:00:00,389729.05428756465,5818551.6630559387
751,bnetza,Scandic Hotels Deutschland GmbH,Normalladeeinrichtung,10963 Berlin,Gabriele-Tergit-Promenade 19,"","",22,AC Steckdose Typ 2,22,"","","","","","",2019-07-03T00:00:00,389729.05428756465,5818551.6630559387
752,bnetza,Scandic Hotels Deutschland GmbH,Normalladeeinrichtung,10963 Berlin,Gabriele-Tergit-Promenade 19,"","",22,AC Steckdose Typ 2,22,"","","","","","",2019-07-03T00:00:00,389729.05428756465,5818551.6630559387
753,bnetza,Scandic Hotels Deutschland GmbH,Normalladeeinrichtung,10963 Berlin,Gabriele-Tergit-Promenade 19,"","",22,AC Steckdose Typ 2,22,"","","","","","",2019-07-03T00:00:00,389729.05428756465,5818551.6630559387
754,bnetza,Scandic Hotels Deutschland GmbH,Normalladeeinrichtung,10963 Berlin,Gabriele-Tergit-Promenade 19,"","",22,AC Steckdose Typ 2,22,"","","","","","",2019-07-03T00:00:00,389729.05428756465,5818551.6630559387
755,bnetza,Scandic Hotels Deutschland GmbH,Normalladeeinrichtung,10963 Berlin,Gabriele-Tergit-Promenade 19,"","",22,AC Steckdose Typ 2,22,"","","","","","",2019-07-03T00:00:00,389729.05428756465,5818551.6630559387
756,bnetza,Scandic Hotels Deutschland GmbH,Normalladeeinrichtung,10963 Berlin,Gabriele-Tergit-Promenade 19,"","",22,AC Steckdose Typ 2,22,"","","","","","",2019-07-03T00:00:00,389729.05428756465,5818551.6630559387
757,bnetza,Allego GmbH,Normalladeeinrichtung,10963 Berlin,Möckernstr. 93,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-12-16T00:00:00,389993.13514649274,5817131.7320809467
758,bnetza,Allego GmbH,Normalladeeinrichtung,10963 Berlin,Möckernstr. 93,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-12-16T00:00:00,389993.13514649274,5817131.7320809467
759,bnetza,Allego GmbH,Normalladeeinrichtung,10963 Berlin,Wartenburgstr. 24,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-10-10T00:00:00,390273.71074729087,5817337.870819835
760,bnetza,Allego GmbH,Normalladeeinrichtung,10965 Berlin,Dudenstraße 10,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2018-08-02T00:00:00,390265.22856676113,5816221.4015692305
761,bnetza,Allego GmbH,Normalladeeinrichtung,10965 Berlin,Kreuzbergstr. 22,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-02-23T00:00:00,390083.83386562357,5816754.1390233971
762,bnetza,Allego GmbH,Normalladeeinrichtung,10965 Berlin,Schenkendorfstr. 8,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-11-07T00:00:00,390884.82105010282,5816650.7872635834
763,bnetza,Allego GmbH,Normalladeeinrichtung,10965 Berlin,Schwiebusser Str. ggü. 46,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-07-07T00:00:00,390955.25119639048,5816296.0308554433
764,bnetza,NATURSTROM AG,Normalladeeinrichtung,10965 Berlin,Yorckstraße 24,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2019-01-29T00:00:00,389853.9932168657,5817005.997862054
765,bnetza,NATURSTROM AG,Normalladeeinrichtung,10965 Berlin,Yorckstraße 24,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2019-01-29T00:00:00,389874.02896091645,5817015.0062746
766,bnetza,Allego GmbH,Normalladeeinrichtung,10967 Berlin,Grimmstr. 9,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-12-22T00:00:00,392293.69771101524,5817109.3560062665
767,bnetza,Allego GmbH,Normalladeeinrichtung,10967 Berlin,Lenaustr. 1,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-02-15T00:00:00,393024.73465224286,5816699.66064199
768,bnetza,Allego GmbH,Normalladeeinrichtung,10967 Berlin,Sanderstr. 1,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2018-07-31T00:00:00,392941.96632238408,5816946.8271462182
769,bnetza,Allego GmbH,Normalladeeinrichtung,10967 Berlin,Schönleinstr. ggü. 20,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-11-20T00:00:00,392716.86405965604,5816735.2077924581
770,bnetza,Allego GmbH,Normalladeeinrichtung,10969 Berlin,Lindenstr. 113,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-04-08T00:00:00,391035.73106397403,5817856.6664896021
771,bnetza,Allego GmbH,Schnellladeeinrichtung,10969 Berlin,Lindenstr. 113,"","",93,"DC Kupplung Combo, DC CHAdeMO",50,AC Kupplung Typ 2,43,"","","","",2016-04-11T00:00:00,391036.43455421424,5817857.7636093851
772,bnetza,Allego GmbH,Normalladeeinrichtung,10969 Berlin,Markgrafenstr. 18,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-07-05T00:00:00,391038.72183496429,5818565.3174431054
773,bnetza,Allego GmbH,Schnellladeeinrichtung,10969 Berlin,Prinzenstr. 97,"","",93,"DC Kupplung Combo, DC CHAdeMO",50,AC Kupplung Typ 2,43,"","","","",2016-07-11T00:00:00,391928.23092709959,5817888.9818708356
774,bnetza,Allego GmbH,Normalladeeinrichtung,10969 Berlin,Stallschreiberstr. 55,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-01-28T00:00:00,392057.42017524462,5818315.6573457643
775,bnetza,Allego GmbH,Normalladeeinrichtung,10969 Berlin,Wassertorstr. 53,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-11-28T00:00:00,391906.06760702049,5817844.7379570045
776,bnetza,Allego GmbH,Normalladeeinrichtung,10997 Berlin,Eisenbahnstr. 39,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-11-20T00:00:00,393609.37973775348,5818086.876313786
777,bnetza,Allego GmbH,Normalladeeinrichtung,10997 Berlin,Wrangelstr. 35,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-12-05T00:00:00,393915.21838942776,5817854.5830553463
778,bnetza,Allego GmbH,Normalladeeinrichtung,10999 Berlin,Glogauer Str. 20,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-07-05T00:00:00,393843.28872193361,5816947.5905016521
779,bnetza,Allego GmbH,Normalladeeinrichtung,10999 Berlin,Lausitzer Str. 6,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-11-20T00:00:00,393366.1531351154,5817581.5855078185
780,bnetza,Allego GmbH,Normalladeeinrichtung,10999 Berlin,Reichenberger Str. 20,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-12-22T00:00:00,392738.59555704409,5817666.2116434835
781,bnetza,Lidl Dienstleistung GmbH & Co. KG,Normalladeeinrichtung,12043 Berlin,Donaustr. 96,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2019-08-21T00:00:00,394002.42730808695,5815671.8470415017
782,bnetza,Allego GmbH,Normalladeeinrichtung,12043 Berlin,Karl-Marx-Str. ggü. 9,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-10-13T00:00:00,393092.88779879065,5816224.1462457012
783,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,12043 Berlin,Treptower Straße 97,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2012-05-23T00:00:00,394588.20751306723,5815309.3803201159
784,bnetza,Allego GmbH,Normalladeeinrichtung,12045 Berlin,Jansastr. 13,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-10-10T00:00:00,393632.91704733385,5816229.5386410141
785,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,12045 Berlin,Wildenbruchplatz 1,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2012-05-23T00:00:00,394312.26806697174,5815998.6458750572
786,bnetza,Allego GmbH,Normalladeeinrichtung,12045 Berlin,Wildenbruchstr. 89,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-11-16T00:00:00,394120.34254496166,5815809.1704632584
787,bnetza,Allego GmbH,Normalladeeinrichtung,12047 Berlin,Spremberger Str. 7,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-11-20T00:00:00,392942.692305289,5817160.4580845824
788,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,12049 Berlin,Hermannstraße 1,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2012-03-14T00:00:00,392995.83008546836,5816268.4361341707
789,bnetza,Allego GmbH,Normalladeeinrichtung,12051 Berlin,Emser Str. 39,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-07-15T00:00:00,393364.6821219452,5814302.2063023886
790,bnetza,Allego GmbH,Normalladeeinrichtung,12051 Berlin,Glasower Str. 68,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-01-05T00:00:00,394195.24832310749,5813898.665850997
791,bnetza,Allego GmbH,Normalladeeinrichtung,12051 Berlin,Juliusstr. 36,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-01-22T00:00:00,393640.49724488833,5813714.8171093175
792,bnetza,Allego GmbH,Normalladeeinrichtung,12053 Berlin,Leykestr. 18,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-12-05T00:00:00,393221.60183591908,5815018.9161711186
793,bnetza,Allego GmbH,Normalladeeinrichtung,12053 Berlin,Reuterstr. 82,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-08-18T00:00:00,393306.60991194972,5815971.7957046144
794,bnetza,Allego GmbH,Normalladeeinrichtung,12053 Berlin,Rollbergstr. 72,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-08-18T00:00:00,393165.10266654828,5815407.2680377327
795,bnetza,Allego GmbH,Normalladeeinrichtung,12053 Berlin,Werbellinstr. 8,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-05-11T00:00:00,393804.3554617234,5815453.8075359454
796,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,12053 Berlin,Werbellinstraße 79,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2012-09-28T00:00:00,393193.75823993667,5815328.5297225453
797,bnetza,Allego GmbH,Normalladeeinrichtung,12055 Berlin,Braunschweiger Str. ggü. 1,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-12-22T00:00:00,395021.06198243715,5814924.9979966106
798,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,12055 Berlin,Saalestraße ,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2012-09-28T00:00:00,394271.27955641504,5814446.60350871
